data_lancamento,nome_artistico,nome_artista,qtd_artistas,qtd_playlists_spotify,qtd_destaques_spotify,qtd_transmissoes,qtd_playlists_apple,qtd_destaques_apple,qtd_playlists_deezer,qtd_destques_deezer,qtd_destaues_shazam,batidas_por_minuto,modo,acustica_%,instrumentalidade_%
2022-02-18,YA NO SOMOS NI SEREMOS,CHRISTIAN NODAL,1,866,16,319757142.0,27,84,32.0,7,11.0,140,MAJOR,44,0
2013-07-16,THINKING WITH MY DICK,"KEVIN GATES, JUICY J",2,1550,0,109091573.0,0,0,14.0,0,0.0,81,MAJOR,6,0
2022-02-25,FREAKY DEAKY,"TYGA, DOJA CAT",2,1729,0,153240879.0,26,1,19.0,0,0.0,104,MINOR,2,0
2021-09-03,THIS IS WHAT FALLING IN LOVE FEELS LIKE,JVKE,1,2005,0,346127840.0,16,5,43.0,0,7.0,129,MAJOR,62,0
2020-02-29,LA ZONA,BAD BUNNY,1,1188,0,312622938.0,13,1,15.0,0,1.0,94,MINOR,20,0
1975-10-31,BOHEMIAN RHAPSODY - REMASTERED 2011,QUEEN,1,40112,3,2197010679.0,321,162,5.691,8,17.0,71,MINOR,27,0
2018-03-16,HOPE,XXXTENTACION,1,3659,0,1200808494.0,11,10,267.0,0,7.0,146,MINOR,66,0
2020-03-27,LEVITATING,DUA LIPA,1,9833,0,797196073.0,233,82,531.0,1,1.0,103,MINOR,5,0
2013-01-01,WAKE ME UP - RADIO EDIT,AVICII,1,50887,34,1970673297.0,315,160,6.284,1,46.0,124,MAJOR,0,0
2021-05-21,"JEALOUSY, JEALOUSY",OLIVIA RODRIGO,1,3257,0,665765558.0,10,0,70.0,0,0.0,164,MINOR,24,0
2021-09-10,MONÏ¿½Ï¿½Y SO,YEAT,1,1473,0,263779030.0,2,0,12.0,0,10.0,138,MAJOR,12,0
2020-10-08,DEMASIADAS MUJERES,C. TANGANA,1,2226,0,339473453.0,36,2,11.0,0,14.0,126,MINOR,13,0
2017-02-22,SOMETHING JUST LIKE THIS,"THE CHAINSMOKERS, COLDPLAY",2,23375,21,2204080728.0,336,188,2.692,3,30.0,103,MINOR,3,0
2016-05-31,CLOSER,"THE CHAINSMOKERS, HALSEY",2,28032,0,2591224264.0,315,159,2.179,0,44.0,95,MAJOR,41,0
2022-02-22,O.O,NMIXX,1,290,0,135444283.0,9,66,10.0,0,0.0,200,MINOR,4,0
2011-01-01,SOMEBODY THAT I USED TO KNOW,"GOTYE, KIMBRA",2,42798,0,1457139296.0,217,136,6.508,1,0.0,129,MAJOR,54,0
2019-06-28,TOM'S DINER,"ANNENMAYKANTEREIT, GIANT ROOKS",2,2605,0,236872197.0,15,48,50.0,0,3.0,98,MINOR,38,0
2022-04-08,FIRST CLASS,JACK HARLOW,1,8737,0,694525298.0,163,32,137.0,15,12.0,107,MAJOR,3,0
2022-03-23,PLAN A,PAULO LONDRA,1,1105,0,240661097.0,32,0,19.0,0,0.0,174,MAJOR,5,0
2022-02-17,FUERA DEL MERCADO,DANNY OCEAN,1,2499,21,421365166.0,68,24,43.0,1,0.0,92,MAJOR,32,0
2022-03-25,X Ï¿½Ï¿½LTIMA,"DADDY YANKEE, BAD BUNNY",2,2697,1,349746291.0,55,3,32.0,0,0.0,90,MAJOR,9,0
2022-03-31,WHEN YOU'RE GONE,SHAWN MENDES,1,2092,0,255120451.0,75,11,44.0,0,14.0,147,MAJOR,2,0
2022-04-01,IN MY HEAD,LIL TJAY,1,1185,0,190981339.0,21,0,31.0,0,0.0,143,MAJOR,16,0
2015-01-11,WAIT A MINUTE!,WILLOW,1,11985,0,924193303.0,79,80,250.0,3,10.0,101,MINOR,3,0
2022-04-05,LOVE DIVE,IVE,1,753,8,305771063.0,28,124,13.0,0,1.0,118,MINOR,0,0
2022-03-18,PANTYSITO,"FEID, ALEJO, ROBI",3,2995,0,273005485.0,49,17,30.0,0,0.0,98,MINOR,14,0
2022-04-06,CHANCE,PAULO LONDRA,1,225,0,89566512.0,11,0,7.0,0,0.0,138,MINOR,24,0
2015-01-01,COOL FOR THE SUMMER,DEMI LOVATO,1,9243,0,677389855.0,155,5,577.0,0,6.0,114,MINOR,1,0
2022-04-07,PSYCHOFREAK (FEAT. WILLOW),"CAMILA CABELLO, WILLOW",2,918,0,75476209.0,24,0,52.0,0,0.0,180,MINOR,34,0
2021-09-09,ANGEL BABY,TROYE SIVAN,1,1959,9,408843328.0,52,25,32.0,0,10.0,145,MAJOR,1,0
2022-01-30,VAMPIRO,"MATUÏ¿½Ï¿½, WIU,",3,540,4,187772591.0,26,3,39.0,0,0.0,115,MINOR,1,0
2022-03-31,SI QUIEREN FRONTEAR,"DE LA GHETTO, DUKI, QUEVEDO",3,859,0,178512385.0,14,0,11.0,0,0.0,82,MAJOR,13,0
2022-04-08,RIGHT ON,LIL BABY,1,1116,0,101780047.0,31,9,15.0,0,1.0,166,MAJOR,2,0
2022-03-30,ME ARREPENTÏ¿,"AK4:20, CRIS MJ, PAILITA",3,273,2,118381354.0,12,2,4.0,0,0.0,92,MAJOR,29,0
2022-04-08,THAT'S HILARIOUS,CHARLIE PUTH,1,686,2,146363130.0,11,6,12.0,0,15.0,108,MAJOR,74,0
2022-03-25,SOY EL UNICO,YAHRITZA Y SU ESENCIA,1,226,0,126443991.0,5,0,4.0,0,1.0,84,MINOR,45,0
2022-03-25,RUMBATÏ¿½,DADDY YANKEE,1,1264,0,157990698.0,20,4,52.0,0,1.0,95,MINOR,6,0
2022-03-17,SENTADONA (REMIX) S2,"LUÏ¿½Ï¿½SA SONZA, MC FROG, DJ GABRIEL DO BOREL, DAVI K",4,870,0,176290831.0,32,0,49.0,0,0.0,135,MINOR,25,0
2019-12-13,FALLING,HARRY STYLES,1,7556,0,1023187129.0,124,24,254.0,0,8.0,110,MAJOR,84,0
1996-11-24,SIGUE,"ED SHEERAN, J BALVIN",2,1370,0,106933107.0,46,8,60.0,0,0.0,88,MAJOR,5,0
2022-03-30,FIM DE SEMANA NO RIO,TETO,1,315,2,139193812.0,27,2,31.0,0,0.0,119,MINOR,12,0
2022-03-18,MANIAC,STRAY KIDS,1,651,0,212234990.0,6,188,20.0,0,0.0,120,MAJOR,15,0
2016-09-23,THERE'S NOTHING HOLDIN' ME BACK,SHAWN MENDES,1,12382,0,1714490998.0,229,57,1.37,2,71.0,122,MAJOR,36,0
2022-03-18,IDGAF (WITH BLACKBEAR),"BLACKBEAR, BOYWITHUKE",2,625,0,197643795.0,10,2,13.0,0,1.0,98,MAJOR,41,0
2019-12-13,GOLDEN,HARRY STYLES,1,8429,1,807015863.0,85,24,200.0,0,2.0,140,MINOR,21,0
2013-01-01,GET LUCKY - RADIO EDIT,"PHARRELL WILLIAMS, NILE RODGERS, DAFT PUNK",3,52898,0,933815613.0,203,1,8.215,0,0.0,116,MINOR,4,0
2021-06-25,AIN'T SHIT,DOJA CAT,1,3436,0,499710590.0,32,6,46.0,0,1.0,124,MAJOR,51,0
2022-02-25,"NOBODY LIKE U - FROM ""TURNING RED""","JORDAN FISHER, JOSH LEVI, FINNEAS O'CONNELL, 4*TOWN (FROM DISNEY AND PIXARÏ¿½Ï¿½Ï¿½S TURNING RED), TOPHER NGO, GRAYSON VILL",6,918,0,120847157.0,34,39,30.0,0,0.0,105,MINOR,13,0
2022-04-05,STILL LIFE,BIGBANG,1,181,0,53909146.0,16,14,7.0,0,0.0,118,MAJOR,44,0
2014-06-20,PHOTOGRAPH,ED SHEERAN,1,18778,3,2236667932.0,228,105,2.453,0,84.0,108,MAJOR,61,0
2015-11-09,LOVE YOURSELF,JUSTIN BIEBER,1,22730,5,2123309722.0,289,87,2.43,0,36.0,100,MAJOR,84,0
2022-05-13,N95,KENDRICK LAMAR,1,5542,0,301242089.0,52,16,65.0,0,206.0,140,MINOR,38,0
2022-04-14,ABOUT DAMN TIME,LIZZO,1,9021,0,723894473.0,242,49,272.0,21,24.0,109,MINOR,10,0
2022-05-13,DIE HARD,"KENDRICK LAMAR, BLXST, AMANDA REIFER",3,4627,0,237351106.0,38,13,32.0,0,0.0,101,MINOR,36,0
2022-05-06,DESPUÏ¿½Ï¿½S DE LA P,BAD BUNNY,1,2229,0,461558540.0,27,44,24.0,0,5.0,78,MAJOR,36,0
2022-05-06,UN RATITO,BAD BUNNY,1,1112,6,417230415.0,7,30,13.0,1,1.0,93,MINOR,31,0
2022-05-13,UNITED IN GRIEF,KENDRICK LAMAR,1,2575,0,156898322.0,4,5,12.0,0,51.0,87,MAJOR,24,0
2022-05-13,FATHER TIME (FEAT. SAMPHA),"KENDRICK LAMAR, SAMPHA",2,3107,0,127309180.0,4,0,22.0,0,0.0,153,MINOR,19,0
2022-05-06,YO NO SOY CELOSO,BAD BUNNY,1,1179,0,313113297.0,7,21,11.0,0,0.0,142,MAJOR,28,0
2022-05-13,RICH SPIRIT,KENDRICK LAMAR,1,3486,0,173702135.0,20,10,33.0,0,0.0,96,MINOR,39,0
2022-05-12,COOPED UP (WITH RODDY RICCH),"POST MALONE, RODDY RICCH",2,2942,0,271666301.0,42,28,43.0,0,0.0,125,MAJOR,4,0
2022-05-06,ME FUI DE VACACIONES,BAD BUNNY,1,1443,0,305650299.0,9,11,22.0,1,0.0,85,MAJOR,23,0
2022-05-13,SILENT HILL,"KENDRICK LAMAR, KODAK BLACK",2,3028,0,123216717.0,22,0,23.0,0,0.0,140,MINOR,46,0
2022-05-06,LA CORRIENTE,"TONY DIZE, BAD BUNNY",2,1796,8,479655659.0,8,25,18.0,1,0.0,196,MINOR,23,0
2022-05-13,COUNT ME OUT,KENDRICK LAMAR,1,2729,0,126191104.0,3,7,13.0,0,1.0,134,MAJOR,69,0
2022-05-06,ANDREA,"BUSCABULLA, BAD BUNNY",2,1195,0,344055883.0,8,30,13.0,1,1.0,103,MINOR,76,0
2022-05-06,DOS MIL 16,BAD BUNNY,1,892,3,338422004.0,10,24,11.0,0,0.0,130,MAJOR,12,0
2022-05-13,WE CRY TOGETHER,"KENDRICK LAMAR, TAYLOUR PAIGE",2,1635,0,68895644.0,4,1,6.0,0,0.0,108,MAJOR,31,0
2022-05-13,SAVIOR,"KENDRICK LAMAR, SAM DEW, BABY KEEM",3,2291,0,86176890.0,9,0,8.0,0,0.0,123,MAJOR,53,0
2022-05-06,UN COCO,BAD BUNNY,1,1029,28,403231558.0,5,28,9.0,0,0.0,152,MAJOR,21,0
2022-05-06,OTRO ATARDECER,"BAD BUNNY, THE MARÏ¿½Ï",2,1681,7,319546754.0,10,30,13.0,0,33.0,108,MAJOR,59,0
2022-05-13,WORLDWIDE STEPPERS,KENDRICK LAMAR,1,1480,0,61739839.0,1,0,5.0,0,0.0,72,MINOR,76,0
2022-05-06,AGUACERO,BAD BUNNY,1,829,0,283359161.0,4,15,10.0,0,0.0,121,MINOR,42,0
2022-05-13,PURPLE HEARTS,"KENDRICK LAMAR, GHOSTFACE KILLAH, SUMMER WALKER",3,2308,0,76831876.0,7,0,7.0,0,0.0,138,MINOR,19,0
2022-05-06,UN VERANO SIN TI,BAD BUNNY,1,1004,1,283332261.0,8,12,9.0,0,0.0,188,MINOR,69,0
2022-02-14,ULTRA SOLO,"POLIMA WESTCOAST, PAILITA",2,1367,0,307752576.0,48,4,34.0,1,0.0,110,MAJOR,23,0
2022-05-06,ENSÏ¿½Ï¿½Ï¿½Ï¿½AME,BAD BUNNY,1,1112,3,279737940.0,7,25,12.0,0,0.0,105,MAJOR,19,0
2022-05-06,EL APAGÏ¿½,BAD BUNNY,1,1209,0,212351890.0,9,7,14.0,0,1.0,118,MAJOR,5,0
2019-05-31,CALLAITA,"BAD BUNNY, TAINY",2,9539,15,1304313953.0,162,116,355.0,7,0.0,176,MAJOR,60,0
2022-05-06,DUA LIPA,JACK HARLOW,1,1992,0,150500965.0,35,0,3.0,0,0.0,158,MAJOR,0,10
2022-05-06,AGOSTO,BAD BUNNY,1,897,0,246127838.0,6,20,8.0,0,0.0,115,MINOR,9,0
2016-01-15,HOUSE OF MEMORIES,PANIC! AT THE DISCO,1,2948,0,582863434.0,10,2,150.0,0,0.0,110,MINOR,0,0
2022-05-13,MR. MORALE,"KENDRICK LAMAR, TANNA LEONE",2,1860,0,58687425.0,1,0,3.0,0,0.0,174,MAJOR,30,0
2022-04-29,THAT THAT (PROD. & FEAT. SUGA OF BTS),"PSY, SUGA",2,802,0,212109195.0,16,81,23.0,0,0.0,130,MAJOR,3,0
2022-04-29,IN THE STARS,BENSON BOONE,1,2224,8,382199619.0,48,40,87.0,1,210.0,78,MAJOR,34,0
2022-05-13,RICH - INTERLUDE,KENDRICK LAMAR,1,1103,0,41210087.0,0,0,0.0,0,0.0,104,MAJOR,88,0
2022-05-13,SUPERMODEL,MÏ¿½Ï¿½NE,1,2265,0,231657891.0,93,12,173.0,11,3.0,121,MAJOR,0,0
2022-03-10,STEFANIA (KALUSH ORCHESTRA),KALUSH,1,555,0,53729194.0,10,4,4.0,0,0.0,105,MAJOR,14,0
2022-04-22,THOUSAND MILES,THE KID LAROI,1,2050,0,244741137.0,52,9,46.0,0,1.0,81,MAJOR,9,0
2022-05-13,CROWN,KENDRICK LAMAR,1,1493,0,42485571.0,2,0,10.0,0,0.0,170,MINOR,80,0
2022-05-13,AUNTIE DIARIES,KENDRICK LAMAR,1,1545,0,37778188.0,1,0,4.0,0,0.0,78,MAJOR,76,1
2022-04-29,PUFFIN ON ZOOTIEZ,FUTURE,1,2350,0,254218729.0,28,42,23.0,0,0.0,125,MAJOR,6,0
2022-05-13,MIRROR,KENDRICK LAMAR,1,1929,0,53603447.0,2,0,4.0,0,0.0,92,MINOR,23,0
2022-04-22,BEAUTIFUL GIRL,LUCIANO,1,710,4,160035717.0,16,11,18.0,0,0.0,140,MINOR,31,0
2022-04-25,"PAULO LONDRA: BZRP MUSIC SESSIONS, VOL. 23","BIZARRAP, PAULO LONDRA",2,928,0,164163229.0,19,0,7.0,0,0.0,96,MAJOR,25,0
2022-05-13,SAVIOR - INTERLUDE,KENDRICK LAMAR,1,1194,0,37091576.0,0,0,3.0,0,0.0,118,MINOR,84,0
2022-02-06,PASOORI,"SHAE GILL, ALI SETHI",2,349,6,284249832.0,10,22,3.0,0,0.0,92,MINOR,7,0
2022-05-13,MOTHER I SOBER (FEAT. BETH GIBBONS OF PORTISHEAD),"KENDRICK LAMAR, BETH GIBBONS",2,1890,0,33381454.0,3,0,2.0,0,0.0,140,MINOR,87,0
2022-04-01,TUS LÏ¿½Ï¿½GR,"SECH, MORA",2,1308,2,184622518.0,23,16,9.0,0,5.0,174,MAJOR,18,0
2022-01-26,WHERE DID YOU GO?,"MNEK, JAX JONES",2,4531,0,300983101.0,135,74,119.0,1,18.0,127,MAJOR,19,0
2022-05-06,I TRIED TO TELL Y'ALL,"UGLY DRAY, TESLA JNR",2,1657,0,121077868.0,15,3,3.0,0,0.0,96,MAJOR,62,0
2022-04-29,HONEST (FEAT. DON TOLIVER),"JUSTIN BIEBER, DON TOLIVER",2,1351,0,106919680.0,26,1,17.0,0,0.0,150,MINOR,13,0
2022-04-13,ZOOM,JESSI,1,608,0,136996305.0,5,29,14.0,0,0.0,100,MAJOR,1,0
2021-12-24,SLOMO,CHANEL,1,1211,0,65719930.0,31,0,19.0,0,2.0,105,MINOR,13,0
2022-05-02,FEARLESS,LE SSERAFIM,1,629,0,229497852.0,18,75,9.0,0,0.0,104,MAJOR,5,0
2022-03-23,10 THINGS I HATE ABOUT YOU,LEAH KATE,1,1301,0,185550869.0,23,1,15.0,0,0.0,154,MAJOR,1,0
2022-02-22,SPACE MAN,SAM RYDER,1,1329,0,54682594.0,42,51,32.0,0,0.0,80,MAJOR,18,0
2022-04-24,WITH YOU,"HA SUNG WOON, JIMIN",2,343,2,240580042.0,4,35,11.0,1,1.0,150,MAJOR,64,0
1998-03-31,IRIS,THE GOO GOO DOLLS,1,13101,9,1284942608.0,137,5,582.0,0,0.0,156,MINOR,0,0
2022-05-08,THE HEART PART 5,KENDRICK LAMAR,1,2939,0,71423324.0,29,0,30.0,0,0.0,98,MINOR,18,0
2019-11-07,SAN LUCAS,KEVIN KAARL,1,407,1,244891912.0,5,0,5.0,0,0.0,92,MAJOR,86,0
2022-05-06,THIS LOVE (TAYLORÏ¿½Ï¿½Ï¿½S VE,TAYLOR SWIFT,1,1492,0,132171975.0,26,2,15.0,0,2.0,144,MAJOR,32,0
2017-10-20,GOOD LOOKING,SUKI WATERHOUSE,1,2264,0,184706613.0,11,6,25.0,0,1.0,150,MAJOR,8,0
2021-08-09,FLOWERS,LAUREN SPENCER SMITH,1,801,0,184826429.0,42,9,24.0,1,1.0,138,MAJOR,84,0
2022-06-10,YET TO COME,BTS,1,829,0,302006641.0,32,110,26.0,0,0.0,172,MAJOR,4,0
2022-06-10,RUN BTS,BTS,1,736,0,330881149.0,5,132,17.0,0,3.0,77,MAJOR,2,0
2022-05-20,MUSIC FOR A SUSHI RESTAURANT,HARRY STYLES,1,4449,1,334733572.0,80,11,66.0,0,1.0,107,MAJOR,26,6
2022-05-20,MATILDA,HARRY STYLES,1,3218,3,366214458.0,29,10,79.0,0,0.0,114,MAJOR,90,0
2022-06-10,FOR YOUTH,BTS,1,327,0,114546317.0,5,40,12.0,0,0.0,117,MAJOR,43,0
2022-05-20,DAYLIGHT,HARRY STYLES,1,2775,0,290833204.0,21,11,40.0,0,0.0,146,MAJOR,48,0
2022-05-06,VEGAS (FROM THE ORIGINAL MOTION PICTURE SOUNDTRACK ELVIS),DOJA CAT,1,4576,0,448500832.0,79,13,93.0,0,17.0,160,MINOR,8,0
2022-06-10,CASH IN CASH OUT,"PHARRELL WILLIAMS, TYLER, THE CREATOR, 21 SAVAGE",4,2313,0,136676504.0,34,0,29.0,0,0.0,120,MAJOR,1,0
2022-05-27,POTION (WITH DUA LIPA & YOUNG THUG),"CALVIN HARRIS, DUA LIPA, YOUNG THUG",3,3983,0,190625045.0,73,45,119.0,0,0.0,100,MINOR,16,0
2022-06-10,BORN SINGER,BTS,1,279,0,79095270.0,0,18,6.0,0,0.0,158,MINOR,4,0
2022-05-20,LITTLE FREAK,HARRY STYLES,1,2302,0,273194684.0,20,3,39.0,0,0.0,142,MAJOR,72,0
2022-05-20,LA LLEVO AL CIELO (FT. Ï¿½Ï¿½ENGO F,"NENGO FLOW, ANUEL AA, CHRIS JEDI, CHENCHO CORLEONE",4,3559,3,333146475.0,36,1,31.0,0,1.0,170,MINOR,11,0
2022-05-27,TRUE LOVE,"KANYE WEST, XXXTENTACION",2,2129,0,194902696.0,23,1,44.0,1,0.0,84,MINOR,2,0
2022-05-20,SATELLITE,HARRY STYLES,1,3291,5,311482393.0,43,28,79.0,0,208.0,139,MAJOR,14,0
1982-01-01,PASS THE DUTCHIE,MUSICAL YOUTH,1,5328,0,195918494.0,54,76,900.0,0,0.0,151,MAJOR,20,0
2022-06-08,"VILLANO ANTILLANO: BZRP MUSIC SESSIONS, VOL. 51","BIZARRAP, VILLANO ANTILLANO",2,1401,0,248511839.0,26,16,17.0,0,1.0,128,MINOR,6,0
2022-05-20,LOVE OF MY LIFE,HARRY STYLES,1,1933,0,233671263.0,13,2,31.0,0,0.0,118,MAJOR,67,0
2022-05-20,GRAPEJUICE,HARRY STYLES,1,1986,0,199587884.0,7,1,15.0,0,0.0,183,MAJOR,36,14
2022-06-09,SO GOOD,HALSEY,1,1057,0,91781263.0,51,14,19.0,0,0.0,83,MINOR,4,0
2022-02-18,BELLY DANCER,"BYOR, IMANBEK",2,5115,13,383835984.0,109,38,301.0,1,33.0,122,MAJOR,6,0
2022-05-20,KEEP DRIVING,HARRY STYLES,1,2094,1,236060709.0,8,1,18.0,0,0.0,165,MAJOR,32,0
2022-05-20,CINEMA,HARRY STYLES,1,2171,0,189236868.0,18,1,28.0,0,0.0,106,MINOR,35,5
2022-05-25,DIE YOUNG (FEAT. 347AIDAN),"SLEEPY HALLOW, 347AIDAN",2,896,0,160845341.0,19,0,15.0,0,0.0,77,MAJOR,83,0
2014-01-01,ONLY LOVE CAN HURT LIKE THIS,PALOMA FAITH,1,5148,0,588955257.0,90,22,365.0,0,114.0,91,MAJOR,10,0
2022-05-03,HOLD MY HAND,LADY GAGA,1,2528,0,238350348.0,63,8,270.0,2,105.0,148,MAJOR,5,0
2022-05-20,DAYDREAMING,HARRY STYLES,1,1900,1,187703102.0,15,1,23.0,0,0.0,114,MINOR,31,2
2022-06-10,NUMB,"MARSHMELLO, KHALID",2,3879,2,295307001.0,107,76,86.0,1,9.0,120,MINOR,12,1
2022-06-02,NOS COMEMOS (FEAT. OZUNA),"OZUNA, TIAGO PZK",2,896,0,138334433.0,0,0,2.0,0,0.0,92,MAJOR,10,0
2016-11-10,ME AND YOUR MAMA,CHILDISH GAMBINO,1,8775,0,445590495.0,33,60,107.0,1,0.0,118,MAJOR,1,3
2022-03-18,CRAZY WHAT LOVE CAN DO,"DAVID GUETTA, ELLA HENDERSON, BECKY HILL",3,5290,0,286739476.0,139,73,142.0,0,5.0,123,MINOR,3,0
2018-09-12,SLOW DANCING IN THE DARK,JOJI,1,10211,0,1122364376.0,38,79,65.0,0,1.0,89,MAJOR,54,1
2022-06-02,ANTES DE PERDERTE,DUKI,1,584,8,157136970.0,12,1,8.0,0,1.0,110,MINOR,49,0
2022-05-20,BOYFRIENDS,HARRY STYLES,1,1517,0,137070925.0,26,2,30.0,0,0.0,118,MAJOR,94,0
2021-05-15,295,SIDHU MOOSE WALA,1,246,4,183273246.0,4,106,0.0,0,7.0,90,MINOR,21,0
2022-05-13,TAK INGIN USAI,KEISYA LEVRONKA,1,220,4,184807630.0,16,5,0.0,0,6.0,130,MAJOR,82,0
2022-05-13,EN EL RADIO UN COCHINERO,VICTOR CIBRIAN,1,514,0,164856284.0,5,36,1.0,0,0.0,154,MINOR,47,0
1986-03-03,MASTER OF PUPPETS (REMASTERED),METALLICA,1,6080,0,704171068.0,112,198,406.0,1,0.0,105,MINOR,0,44
2022-06-21,BREAK MY SOUL,BEYONCÏ¿,1,9724,0,354614964.0,222,61,259.0,14,2.0,115,MINOR,4,0
2022-06-16,ULTRA SOLO REMIX,"DE LA GHETTO, FEID, POLIMA WESTCOAST, PALOMA MAMI, PAILITA",5,2341,0,279717388.0,37,2,38.0,2,0.0,110,MAJOR,8,0
2022-06-17,MASSIVE,DRAKE,1,5263,0,195628667.0,66,89,61.0,0,11.0,125,MINOR,12,2
2022-06-10,BETTY (GET MONEY),YUNG GRAVY,1,2402,0,221752937.0,45,2,26.0,0,1.0,102,MAJOR,0,0
2022-02-06,OJOS MARRONES,LASSO,1,795,11,263280370.0,26,18,15.0,1,4.0,120,MINOR,4,0
2022-06-24,POP!,NAYEON,1,571,0,213505179.0,19,21,14.0,0,2.0,97,MAJOR,4,0
2022-03-24,LAYLA,"SCHÏ¿½Ï¿½RZE, DJ R",2,832,3,130419412.0,18,124,24.0,1,0.0,140,MINOR,0,0
2022-07-01,MORE,J-HOPE,1,565,0,155795783.0,6,52,11.0,0,0.0,97,MAJOR,1,0
1987-01-01,SWEET CHILD O' MINE,GUNS N' ROSES,1,41231,1,1553497987.0,228,151,6.72,3,99.0,125,MAJOR,9,11
2022-05-12,LAST LAST,BURNA BOY,1,4526,12,293466523.0,156,275,150.0,3,128.0,88,MINOR,13,0
2022-03-19,SNAP,ROSA LINN,1,1818,0,711366595.0,3,0,63.0,0,353.0,170,MAJOR,11,0
2022-06-17,STICKY,DRAKE,1,2814,0,191448892.0,38,105,25.0,0,2.0,137,MINOR,9,0
2022-07-01,HOT SHIT (FEAT. YE & LIL DURK),"KANYE WEST, LIL DURK, CARDI B",3,1601,0,85924992.0,11,0,2.0,0,0.0,157,MAJOR,0,0
2022-06-03,AI PRETO,"L7NNON, DJ BIEL DO FURDUNCINHO, BIANCA",3,894,4,176103902.0,28,0,54.0,0,0.0,130,MAJOR,54,0
2022-07-06,LA LOTO,"ANITTA, TINI, BECKY G",3,945,0,121189256.0,49,3,57.0,0,0.0,90,MAJOR,10,0
2022-06-24,DIE FIRST,NESSA BARRETT,1,767,0,131746175.0,25,0,22.0,0,0.0,183,MINOR,7,0
2022-05-02,AFRAID TO FEEL,LF SYSTEM,1,5898,5,244790012.0,129,55,128.0,0,101.0,128,MAJOR,2,0
2022-06-10,BAILE NO MORRO,"MC VITIN DA IGREJINHA, MC TAIRON, DJ WIN",3,685,2,129314708.0,17,0,24.0,0,30.0,130,MINOR,46,0
2022-08-04,CÏ¿½Ï¿½MO DORMI,RELS B,1,1452,35,331511413.0,16,15,20.0,0,0.0,126,MAJOR,24,0
2022-08-05,BAD DECISIONS (WITH BTS & SNOOP DOGG),"SNOOP DOGG, BTS, BENNY BLANCO",3,1456,0,219196651.0,53,2,33.0,0,0.0,120,MAJOR,2,0
2022-08-05,STAYING ALIVE (FEAT. DRAKE & LIL BABY),"DRAKE, DJ KHALED, LIL BABY",3,2107,0,170732845.0,51,1,50.0,0,0.0,130,MINOR,7,0
2020-12-18,CAILE,LUAR LA L,1,1494,2,273914335.0,17,12,15.0,0,0.0,122,MAJOR,30,0
2022-08-05,SI TE LA ENCUENTRAS POR AHÏ¿,FEID,1,1379,4,179061440.0,23,10,18.0,0,0.0,172,MINOR,15,0
2022-07-20,GIVENCHY,DUKI,1,625,4,185236961.0,13,18,12.0,0,0.0,103,MAJOR,14,0
2022-07-29,ALIEN SUPERSTAR,BEYONCÏ¿,1,2688,0,171788484.0,39,47,36.0,0,0.0,122,MINOR,0,0
2019-09-13,MARY ON A CROSS,GHOST,1,2668,2,387080183.0,38,266,78.0,0,141.0,130,MAJOR,0,0
2022-08-01,ATTENTION,NEWJEANS,1,799,12,264717480.0,14,141,9.0,0,1.0,105,MINOR,24,0
2022-03-11,THE SHADE,REX ORANGE COUNTY,1,1189,6,244928911.0,17,10,16.0,0,4.0,120,MAJOR,39,0
2022-07-12,"COME BACK HOME - FROM ""PURPLE HEARTS""",SOFIA CARSON,1,367,0,97610446.0,28,67,195.0,0,0.0,145,MAJOR,24,0
2022-07-22,EL RESCATE,"GRUPO MARCA REGISTRADA, JUNIOR H",2,527,4,287278853.0,10,43,3.0,1,0.0,99,MINOR,28,0
2008-01-01,HEARTLESS,KANYE WEST,1,17504,34,887906111.0,63,39,1.315,0,2.0,88,MINOR,5,0
2022-07-15,"STAY WITH ME (WITH JUSTIN TIMBERLAKE, HALSEY, & PHARRELL)","CALVIN HARRIS, HALSEY, PHARRELL WILLIAMS, JUSTIN TIMBERLAKE",4,3113,0,123473120.0,54,6,124.0,1,0.0,126,MAJOR,28,0
2022-08-15,SIEMPRE PENDIENTES,"PESO PLUMA, LUIS R CONRIQUEZ",2,685,5,295152154.0,15,79,4.0,2,0.0,136,MAJOR,33,1
2022-02-18,JGL,"LUIS R CONRIQUEZ, LA ADICTIVA",2,782,9,323455692.0,15,33,6.0,1,0.0,113,MAJOR,55,0
2022-06-16,DON'T YOU WORRY,"DAVID GUETTA, SHAKIRA, BLACK EYED PEAS",3,2442,0,240918092.0,81,4,248.0,1,6.0,132,MAJOR,20,0
2022-05-20,PIPOCO,"MELODY, ANA CASTELA, DJ CHRIS NO BEAT",3,1112,4,191873381.0,22,2,65.0,1,3.0,135,MAJOR,47,0
2017-11-10,HOLD ME CLOSER,"ELTON JOHN, BRITNEY SPEARS",2,4967,0,284216603.0,165,10,177.0,4,73.0,126,MAJOR,11,0
2022-09-09,FORGET ME,LEWIS CAPALDI,1,2520,4,239411309.0,93,95,84.0,9,202.0,102,MINOR,30,0
2022-08-22,AFTER LIKE,IVE,1,767,12,265548837.0,20,129,11.0,0,12.0,125,MAJOR,10,0
2013-01-01,BOUND 2,KANYE WEST,1,19806,7,703301727.0,33,11,274.0,0,0.0,149,MAJOR,14,0
